1,2005,2067514,MATH 4A,DIFFERENTIAL CALCULUS,3,84,
1,2005,2067514,ICS 211,DATA structures,1,83,
1,2005,2067514,ICS 212,LOGIC DESIGN AND DIGITAL COMPUTER CIRCUITS,2,82,
1,2005,2067514,PE 3,INDIVIDUAL/DUAL SPORTS & GAMES,3,81,
2,2005,2067514,RELG 4,LIVING LIKE JESUS,3,79,
2,2005,2067514,PHYS 1A,COLLEGE PHYSICS LEC,3,78,
2,2005,2067514,PHYS 1AL,COLLEGE PHYSICS LAB,1,77,
2,2005,2067514,PHILO 2,ETHICS,3,76,
2,2005,2067514,SOCIO 1,SOCIETY AND CULTURE WITH FAMILY PLANNING,3,75,
2,2005,2067514,MATH 5A,INTEGRAL CALCULUS,3,77,
2,2005,2067514,ICS 221,FILE ORGANIZATION,3,78,
2,2005,2067514,ICS 222,COMPUTER architecture,1,79,
2,2005,2067514,PE 4,TEAM SPORTS & GAMES,2,80,
1,2007,2041575,FIL 1,SINING NG PAKIKIPAGTALASTASAN,3,81,
1,2007,2041575,HIST 1,PHILIPPINE HISTORY,3,80,
1,2007,2041575,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Lecture,2,88,
1,2007,2041575,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Laboratory,1,75,
1,2007,2041575,ICS 112,COMPUTER PROGRAMMING 1 Lecture,1,76,
1,2007,2041575,ICS 112,COMPUTER PROGRAMMING 1 Laboratory,2,79,
1,2007,2041575,MATH 1A,COLLEGE ALGEBRA,3,81,
1,2007,2041575,MATH 2A,PLANE AND SPHERICAL TRIGONOMETRY,3,83,
1,2007,2041575,RELG 1,I BELIEVE,3,80,
1,2007,2041575,P E 1,PHYSICAL FITNESS,2,81,
2,2007,2041575,ENGL 2,COMMUNICATION ARTS 2,3,88,
2,2007,2041575,FIL 2,PAGBASA AT PAGSULAT SA IBAT IBANG DISIPLINA,3,90,
2,2007,2041575,HIST 2,LIFE AND WORKS OF JOSE RIZAL,3,89,
2,2007,2041575,ICS 121,INTRODUCTION TO COMPUTER SCIENCE 2 Lecture,2,88,
2,2007,2041575,ICS 121,INTRODUCTION TO COMPUTER SCIENCE 2 Laboratory,1,88,
2,2007,2041575,ICS 122,COMPUTER PROGRAMMING 2 Lecture,2,86,
2,2007,2041575,ICS 122,COMPUTER PROGRAMMING 2 Laboratory,1,85,
2,2007,2041575,MATH 3B,ANALYTIC GEOMETRY,3,84,
2,2007,2041575,RELG 2,BELIEVING INTO DISCIPLESHIP,3,83,
2,2007,2041575,P E 2,RHYTHMIC ACTIVITIES,2,82,
1,2008,2041575,RELG 3,DISCIPLESHIP IN COMMUNITY,3,90,
1,2008,2041575,ENGL 4,PUBLIC SPEAKING AND ARGUMENTATION,3,87,
1,2008,2041575,PHILO 1,LOGIC,3,85,
1,2008,2041575,POLIT SC 1,POLITICS & GOVERNANCE W/ PHILIPPINE CONSTITUTION,3,80,
1,2008,2041575,ECON 1,BASIC ECONOMICS WITH TAXATION AND AGRARIAN REFORM,3,77,
1,2008,2041575,MATH 4A,DIFFERENTIAL CALCULUS,3,77,
1,2008,2041575,ICS 211,DATA STRUCTURES LEC,2,75,
1,2008,2041575,ICS 211,DATA STRUCTURES LAB,1,75,
1,2008,2041575,ICS 212,LOGIC DESIGN AND DIGITAL COMPUTER CIRCUITS,3,75,
1,2008,2041575,PE 3,INDIVIDUAL/DUAL SPORTS & GAMES,3,75,
2,2008,2041575,RELG 4,LIVING LIKE JESUS,3,75,
2,2008,2041575,PHYS 1A,COLLEGE PHYSICS LEC,3,89,
2,2008,2041575,PHYS 1AL,COLLEGE PHYSICS LAB,1,88,
2,2008,2041575,PHILO 2,ETHICS,3,87,
2,2008,2041575,SOCIO 1,SOCIETY AND CULTURE WITH FAMILY PLANNING,3,86,
2,2008,2041575,MATH 5A,INTEGRAL CALCULUS,3,85,
2,2008,2041575,ICS 221,FILE ORGANIZATION,3,84,
2,2008,2041575,ICS 222,COMPUTER ARCHITECTURE LEC,2,83,
2,2008,2041575,ICS 222,COMPUTER ARCHITECTURE LAB,1,82,
2,2008,2041575,PE 4,TEAM SPORTS & GAMES,3,81,
1,2009,2041575,Engl 7,Technical Writing,3,80,
1,2009,2041575,ICS 311,Operating Systems lecture,2,79,
1,2009,2041575,ICS 311,Operating Systems Laboratory,1,78,
1,2009,2041575,ICS 312,Programming Applications lecture,2,77,
1,2009,2041575,ICS 312,Programming Applications laboratory,1,76,
1,2009,2041575,ICS 313,Discrete Mathematics,3,75,
1,2009,2041575,IT 311,Systems Analysis and Design,3,77,
1,2009,2041575,IT 312,Computer-Based Information Systems,3,78,
1,2006,2024514,FIL 1,SINING NG PAKIKIPAGTALASTASAN,3,81,
1,2006,2024514,HIST 1,PHILIPPINE HISTORY,3,80,
1,2006,2024514,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Lecture,2,88,
1,2006,2024514,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Laboratory,1,75,
1,2006,2024514,ICS 112,COMPUTER PROGRAMMING 1 Lecture,2,76,
1,2006,2024514,ICS 112,COMPUTER PROGRAMMING 1 Laboratory,1,79,
1,2006,2024514,MATH 1A,COLLEGE ALGEBRA,3,81,
1,2006,2024514,MATH 2A,PLANE AND SPHERICAL TRIGONOMETRY,3,83,
1,2006,2024514,RELG 1,I BELIEVE,3,80,
1,2006,2024514,P E 1,PHYSICAL FITNESS,2,81,
2,2006,2024514,THEO 2,BELIEVING INTO DISCIPLESHIP,3,88,
2,2006,2024514,ENGL 2,COMMUNICATION ARTS 2,3,90,
2,2006,2024514,FIL 2,PAGBASA AT PAGSULAT SA IBAT IBANG DISIPLINA,3,89,
2,2006,2024514,HIST 2,LIFE AND WORKS OF JOSE RIZAL,3,88,
2,2006,2024514,MATH 3B,ANALYTIC GEOMETRY,3,88,
2,2006,2024514,CHEM 2A,GENERAL AND INORGANIC CHEMISTRY 2,3,86,
2,2006,2024514,CHEM 2AL,GENERAL AND INORGANIC CHEMISTRY 2,3,85,
2,2006,2024514,COMP 2,COMPUTER CONCEPTS & INFORMATION PROCESSING 2,3,84,
2,2006,2024514,P E 2,RHYTHMIC ACTIVITIES,2,83,
1,2007,2024514,RELG 3,DISCIPLESHIP IN COMMUNITY,3,82,
1,2007,2024514,ENGL 4,PUBLIC SPEAKING AND ARGUMENTATION,3,90,
1,2007,2024514,PHILO 1,LOGIC,3,87,
1,2007,2024514,POLIT SC 1,POLITICS & GOVERNANCE W/ PHILIPPINE CONSTITUTION,3,85,
1,2007,2024514,ECON 1,BASIC ECONOMICS WITH TAXATION AND AGRARIAN REFORM,3,80,
1,2007,2024514,MATH 4A,DIFFERENTIAL CALCULUS,3,77,
1,2007,2024514,ICS 211,DATA STRUCTURES LEC,2,77,
1,2007,2024514,ICS 211,DATA STRUCTURES LAB,1,75,
1,2007,2024514,ICS 212,LOGIC DESIGN AND DIGITAL COMPUTER CIRCUITS,3,75,
1,2007,2024514,PE 3,INDIVIDUAL/DUAL SPORTS & GAMES,3,75,
2,2007,2024514,RELG 4,LIVING LIKE JESUS,3,75,
2,2007,2024514,PHYS 1A,COLLEGE PHYSICS LEC,3,75,
2,2007,2024514,PHYS 1AL,COLLEGE PHYSICS LAB,1,89,
2,2007,2024514,PHILO 2,ETHICS,3,88,
2,2007,2024514,SOCIO 1,SOCIETY AND CULTURE WITH FAMILY PLANNING,3,87,
2,2007,2024514,MATH 5A,INTEGRAL CALCULUS,3,86,
2,2007,2024514,ICS 221,FILE ORGANIZATION,3,85,
2,2007,2024514,ICS 222,COMPUTER ARCHITECTURE LEC,2,84,
2,2007,2024514,ICS 222,COMPUTER ARCHITECTURE LAB,1,83,
2,2007,2024514,PE 4,TEAM SPORTS & GAMES,3,82,
1,2008,2024514,Engl 7,Technical Writing,3,81,
1,2008,2024514,ICS 311,Operating Systems lecture,2,80,
1,2008,2024514,ICS 311,Operating Systems Laboratory,1,79,
1,2008,2024514,ICS 312,Programming Applications lecture,2,78,
1,2008,2024514,ICS 312,Programming Applications laboratory,1,77,
1,2008,2024514,ICS 313,Discrete Mathematics,3,76,
1,2008,2024514,IT 311,Systems Analysis and Design,3,75,
1,2008,2024514,IT 312,Computer-Based Information Systems,3,78,
2,2008,2024514,ICS 321,Database Management Systems Lecture,2,81,
2,2008,2024514,ICS 321,Database Management Systems Laboratory,1,80,
2,2008,2024514,ICS 322,Data Communication and Computer Networks Lecture,2,88,
2,2008,2024514,ICS 322,Data Communication and Computer Networks Laboratory,1,75,
2,2008,2024514,IT 321,Management Information System,3,76,
2,2008,2024514,IT 322,Financial Systems,3,79,
2,2008,2024514,IT 323,IT Project Planning and Management,3,81,
1,2009,2024514,Math 7a,Fundamentals of Probability and Statistics,3,83,
1,2009,2024514,ICS 411,Quality Consciousness Habits and Processes,3,80,
1,2009,2024514,IT 411,IT Project 1,3,81,
1,2009,2024514,IT 413,Software Engineering,3,88,
1,2009,2051424,ENGL 1,COMMUNICATION ARTS I,3,88,
1,2009,2051424,FIL 1,SINING NG PAKIKIPAGTALASTASAN,3,88,
1,2009,2051424,HIST 1,PHILIPPINE HISTORY,3,86,
1,2009,2051424,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Lecture,2,85,
1,2009,2051424,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Laboratory,1,84,
1,2009,2051424,ICS 112,COMPUTER PROGRAMMING 1 Lecture,2,83,
1,2009,2051424,ICS 112,COMPUTER PROGRAMMING 1 Laboratory,1,82,
1,2009,2051424,MATH 1A,COLLEGE ALGEBRA,3,90,
1,2009,2051424,MATH 2A,PLANE AND SPHERICAL TRIGONOMETRY,3,87,
1,2009,2051424,RELG 1,I BELIEVE,3,85,
1,2009,2051424,P E 1,PHYSICAL FITNESS,2,80,
1,2008,2066744,ENGL 1,COMMUNICATION ARTS I,3,86,
1,2008,2066744,FIL 1,SINING NG PAKIKIPAGTALASTASAN,3,85,
1,2008,2066744,HIST 1,PHILIPPINE HISTORY,3,84,
1,2008,2066744,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Lecture,2,83,
1,2008,2066744,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Laboratory,1,82,
1,2008,2066744,ICS 112,COMPUTER PROGRAMMING 1 Lecture,2,81,
1,2008,2066744,ICS 112,COMPUTER PROGRAMMING 1 Laboratory,1,80,
1,2008,2066744,MATH 1A,COLLEGE ALGEBRA,3,79,
1,2008,2066744,MATH 2A,PLANE AND SPHERICAL TRIGONOMETRY,3,78,
1,2008,2066744,RELG 1,I BELIEVE,3,77,
1,2008,2066744,P E 1,PHYSICAL FITNESS,2,76,
2,2008,2066744,ENGL 2,COMMUNICATION ARTS 2,3,75,
2,2008,2066744,FIL 2,PAGBASA AT PAGSULAT SA IBAT IBANG DISIPLINA,3,78,
2,2008,2066744,HIST 2,LIFE AND WORKS OF JOSE RIZAL,3,81,
2,2008,2066744,ICS 121,INTRODUCTION TO COMPUTER SCIENCE 2 Lecture,2,80,
2,2008,2066744,ICS 121,INTRODUCTION TO COMPUTER SCIENCE 2 Laboratory,1,88,
2,2008,2066744,ICS 122,COMPUTER PROGRAMMING 2 Lecture,2,75,
2,2008,2066744,ICS 122,COMPUTER PROGRAMMING 2 Laboratory,1,76,
2,2008,2066744,MATH 3B,ANALYTIC GEOMETRY,3,79,
2,2008,2066744,RELG 2,BELIEVING INTO DISCIPLESHIP,3,81,
2,2008,2066744,P E 2,RHYTHMIC ACTIVITIES,2,83,
1,2009,2066744,RELG 3,DISCIPLESHIP IN COMMUNITY,3,80,
1,2009,2066744,ENGL 4,PUBLIC SPEAKING AND ARGUMENTATION,3,81,
1,2009,2066744,PHILO 1,LOGIC,3,88,
1,2009,2066744,POLIT SC 1,POLITICS & GOVERNANCE W/ PHILIPPINE CONSTITUTION,3,90,
1,2009,2066744,ECON 1,BASIC ECONOMICS WITH TAXATION AND AGRARIAN REFORM,3,89,
1,2009,2066744,MATH 4A,DIFFERENTIAL CALCULUS,3,88,
1,2009,2066744,ICS 211,DATA STRUCTURES LEC,2,88,
1,2009,2066744,ICS 211,DATA STRUCTURES LAB,1,86,
1,2009,2066744,ICS 212,LOGIC DESIGN AND DIGITAL COMPUTER CIRCUITS,3,85,
1,2009,2066744,PE 3,INDIVIDUAL/DUAL SPORTS & GAMES,3,84,
1,2006,2055555,FIL 1,SINING NG PAKIKIPAGTALASTASAN,3,75,
1,2006,2055555,HIST 1,PHILIPPINE HISTORY,3,75,
1,2006,2055555,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Lecture,1,75,
1,2006,2055555,ICS 111,INTRODUCTION TO COMPUTER SCIENCE 1 Laboratory,2,89,
1,2006,2055555,ICS 112,COMPUTER PROGRAMMING 1 Lecture,2,88,
1,2006,2055555,ICS 112,COMPUTER PROGRAMMING 1 Laboratory,1,87,
1,2006,2055555,MATH 1A,COLLEGE ALGEBRA,3,86,
1,2006,2055555,MATH 2A,PLANE AND SPHERICAL TRIGONOMETRY,3,85,
1,2006,2055555,RELG 1,I BELIEVE,3,84,
1,2006,2055555,P E 1,PHYSICAL FITNESS,2,83,
2,2006,2055555,ENGL 2,COMMUNICATION ARTS 2,3,82,
2,2006,2055555,FIL 2,PAGBASA AT PAGSULAT SA IBAT IBANG DISIPLINA,3,81,
2,2006,2055555,HIST 2,LIFE AND WORKS OF JOSE RIZAL,3,80,
2,2006,2055555,ICS 121,INTRODUCTION TO COMPUTER SCIENCE 2 Lecture,2,79,
2,2006,2055555,ICS 121,INTRODUCTION TO COMPUTER SCIENCE 2 Laboratory,1,78,
2,2006,2055555,ICS 122,COMPUTER PROGRAMMING 2 Lecture,2,77,
2,2006,2055555,ICS 122,COMPUTER PROGRAMMING 2 Laboratory,1,76,
2,2006,2055555,MATH 3B,ANALYTIC GEOMETRY,3,75,
2,2006,2055555,RELG 2,BELIEVING INTO DISCIPLESHIP,3,78,
2,2006,2055555,P E 2,RHYTHMIC ACTIVITIES,2,81,
1,2007,2055555,RELG 3,DISCIPLESHIP IN COMMUNITY,3,80,
1,2007,2055555,ENGL 4,PUBLIC SPEAKING AND ARGUMENTATION,3,88,
1,2007,2055555,PHILO 1,LOGIC,3,75,
1,2007,2055555,POLIT SC 1,POLITICS & GOVERNANCE W/ PHILIPPINE CONSTITUTION,3,76,
1,2007,2055555,ECON 1,BASIC ECONOMICS WITH TAXATION AND AGRARIAN REFORM,3,79,
1,2007,2055555,MATH 4A,DIFFERENTIAL CALCULUS,3,81,
1,2007,2055555,ICS 211,DATA STRUCTURES LEC,2,83,
1,2007,2055555,ICS 211,DATA STRUCTURES LAB,1,80,
1,2007,2055555,ICS 212,LOGIC DESIGN AND DIGITAL COMPUTER CIRCUITS,3,81,
1,2007,2055555,PE 3,INDIVIDUAL/DUAL SPORTS & GAMES,3,88,
2,2007,2055555,RELG 4,LIVING LIKE JESUS,3,90,
2,2007,2055555,PHYS 1A,COLLEGE PHYSICS LEC,3,89,
2,2007,2055555,PHYS 1AL,COLLEGE PHYSICS LAB,1,88,
2,2007,2055555,PHILO 2,ETHICS,3,88,
2,2007,2055555,SOCIO 1,SOCIETY AND CULTURE WITH FAMILY PLANNING,3,86,
2,2007,2055555,MATH 5A,INTEGRAL CALCULUS,3,85,
2,2007,2055555,ICS 221,FILE ORGANIZATION,3,84,
2,2007,2055555,ICS 222,COMPUTER ARCHITECTURE LEC,2,83,
2,2007,2055555,ICS 222,COMPUTER ARCHITECTURE LAB,1,82,
2,2007,2055555,PE 4,TEAM SPORTS & GAMES,3,90,
1,2008,2055555,Engl 7,Technical Writing,3,87,
1,2008,2055555,ICS 311,Operating Systems lecture,2,85,
1,2008,2055555,ICS 311,Operating Systems Laboratory,1,80,
1,2008,2055555,ICS 312,Programming Applications lecture,2,77,
1,2008,2055555,ICS 312,Programming Applications laboratory,1,77,
1,2008,2055555,ICS 313,Discrete Mathematics,3,75,
1,2008,2055555,IT 311,Systems Analysis and Design,3,75,
1,2008,2055555,ICS 312B,Artificial Intelligence,3,75,
2,2008,2055555,ICS 321,Database Management Systems Lecture,0,70,INC
2,2008,2055555,ICS 321,Database Management Systems Laboratory,0,70,INC
2,2008,2055555,ICS 322,Data Communication and Computer Networks Lecture,2,85,
2,2008,2055555,ICS 322,Data Communication and Computer Networks Laboratory,1,85,
1,2009,2055555,Math 7a,Fundamentals of Probability and Statistics,3,75,
1,2009,2055555,ICS 411,Quality Consciousness Habits and Processes,3,75,
1,2009,2055555,cs 411,cs project 1,3,89,
1,2009,2055555,IT 413,Software Engineering,3,88,
1,2009,2053157,THEO 1,I BELIEVE,3,85,
1,2009,2053157,ENGL 1,COMMUNICATION ARTS I,3,84,
1,2009,2053157,FIL 1,KOMUNIKASYON SA AKADEMIKONG FILIPINO,3,83,
1,2009,2053157,HIST 1,PHILIPPINE HISTORY,3,82,
1,2009,2053157,MATH 1A,COLLEGE ALGEBRA,3,81,
1,2009,2053157,MATH 2A,PLANE AND SPHERICAL TRIGONOMETRY,3,80,
1,2009,2053157,MGMT 1,PRINCIPLES OF ORGANIZATION AND MANAGEMENT,3,79,
1,2009,2053157,IM 111,INTRO TO INFORMATION SCIENCE 1,3,78,
1,2009,2053157,POLIT SC 1,POLITICS & GOVERNANCE W/ PHILIPPINE CONSTITUTION,3,77,
1,2009,2053157,COMP 1,COMPUTER CONCEPTS & INFORMATION PROCESSING,3,76,
1,2009,2053157,P E 1,PHYSICAL FITNESS,2,75,
1,2008,2069789,THEO 1,I BELIEVE,3,81,
1,2008,2069789,ENGL 1,COMMUNICATION ARTS I,3,80,
1,2008,2069789,FIL 1,KOMUNIKASYON SA AKADEMIKONG FILIPINO,3,88,
1,2008,2069789,HIST 1,PHILIPPINE HISTORY,3,75,
1,2008,2069789,MATH 1A,COLLEGE ALGEBRA,3,76,
1,2008,2069789,MATH 2A,PLANE AND SPHERICAL TRIGONOMETRY,3,79,
1,2008,2069789,MGMT 1,PRINCIPLES OF ORGANIZATION AND MANAGEMENT,3,81,
1,2008,2069789,IM 111,INTRO TO INFORMATION SCIENCE 1,3,83,
1,2008,2069789,POLIT SC 1,POLITICS & GOVERNANCE W/ PHILIPPINE CONSTITUTION,3,80,
1,2008,2069789,COMP 1,COMPUTER CONCEPTS & INFORMATION PROCESSING,3,81,
1,2008,2069789,P E 1,PHYSICAL FITNESS,2,88,
2,2008,2069789,THEO 2,BELIEVING INTO DISCIPLESHIP,3,90,
2,2008,2069789,ENGL 2,COMMUNICATION ARTS 2,3,89,
2,2008,2069789,FIL 2,PAGBASA AT PAGSULAT SA IBAT IBANG DISIPLINA,3,88,
2,2008,2069789,HIST 2,LIFE AND WORKS OF JOSE RIZAL,3,88,
2,2008,2069789,MATH 3B,ANALYTIC GEOMETRY,3,86,
2,2008,2069789,MGMT 2,PRINCIPLES OF ORGANIZATION AND MANAGEMENT 2,3,85,
2,2008,2069789,IM 121,INTRO TO INFORMATION SCIENCE 2,3,84,
2,2008,2069789,SOCIO 1,SOCIETY AND CULTURE WITH FAMILY PLANNING,3,83,
2,2008,2069789,COMP 2,COMPUTER CONCEPTS & INFORMATION PROCESSING 2,3,82,
2,2008,2069789,P E 2,RHYTHMIC ACTIVITIES,2,90,
1,2009,2069789,RELG 3,DISCIPLESHIP IN COMMUNITY,3,87,
1,2009,2069789,ENGL 4,PUBLIC SPEAKING AND ARGUMENTATION,3,85,
1,2009,2069789,PHILO 1,LOGIC,3,80,
1,2009,2069789,ECON 1,BASIC ECONOMICS WITH TAXATION AND AGRARIAN REFORM,3,77,
1,2009,2069789,IM 211,INFORMATION MANAGEMENT 211,3,77,
1,2009,2069789,IM 212,INFORMATION MANAGEMENT 212,3,75,
1,2009,2069789,PE 3,INDIVIDUAL/DUAL SPORTS & GAMES,3,75,
1,2007,2069790,THEO 1,I BELIEVE,3,84,
1,2007,2069790,ENGL 1,COMMUNICATION ARTS I,3,83,
1,2007,2069790,FIL 1,KOMUNIKASYON SA AKADEMIKONG FILIPINO,3,82,
1,2007,2069790,HIST 1,PHILIPPINE HISTORY,3,81,
1,2007,2069790,MATH 1A,COLLEGE ALGEBRA,3,80,
1,2007,2069790,MATH 2A,PLANE AND SPHERICAL TRIGONOMETRY,3,79,
1,2007,2069790,MGMT 1,PRINCIPLES OF ORGANIZATION AND MANAGEMENT,3,78,
1,2007,2069790,IM 111,INTRO TO INFORMATION SCIENCE 1,3,77,
1,2007,2069790,POLIT SC 1,POLITICS & GOVERNANCE W/ PHILIPPINE CONSTITUTION,3,76,
1,2007,2069790,COMP 1,COMPUTER CONCEPTS & INFORMATION PROCESSING,3,75,
1,2007,2069790,P E 1,PHYSICAL FITNESS,2,78,
2,2007,2069790,THEO 2,BELIEVING INTO DISCIPLESHIP,3,81,
2,2007,2069790,ENGL 2,COMMUNICATION ARTS 2,3,80,
2,2007,2069790,FIL 2,PAGBASA AT PAGSULAT SA IBAT IBANG DISIPLINA,3,88,
2,2007,2069790,HIST 2,LIFE AND WORKS OF JOSE RIZAL,3,75,
2,2007,2069790,MATH 3B,ANALYTIC GEOMETRY,3,76,
2,2007,2069790,MGMT 2,PRINCIPLES OF ORGANIZATION AND MANAGEMENT 2,3,79,
2,2007,2069790,IM 121,INTRO TO INFORMATION SCIENCE 2,3,81,
2,2007,2069790,SOCIO 1,SOCIETY AND CULTURE WITH FAMILY PLANNING,3,83,
2,2007,2069790,COMP 2,COMPUTER CONCEPTS & INFORMATION PROCESSING 2,3,80,
2,2007,2069790,P E 2,RHYTHMIC ACTIVITIES,2,81,
1,2008,2069790,RELG 3,DISCIPLESHIP IN COMMUNITY,3,88,
1,2008,2069790,ENGL 4,PUBLIC SPEAKING AND ARGUMENTATION,3,90,
1,2008,2069790,PHILO 1,LOGIC,3,89,
1,2008,2069790,ECON 1,BASIC ECONOMICS WITH TAXATION AND AGRARIAN REFORM,3,88,
1,2008,2069790,IM 211,INFORMATION MANAGEMENT 211,3,88,
1,2008,2069790,IM 212,INFORMATION MANAGEMENT 212,3,86,
1,2008,2069790,PE 3,INDIVIDUAL/DUAL SPORTS & GAMES,3,85,
2,2008,2069790,RELG 4,LIVING LIKE JESUS,3,84,
2,2008,2069790,PHYS 1A,COLLEGE PHYSICS LEC,3,83,
2,2008,2069790,PHYS 1AL,COLLEGE PHYSICS LAB,1,82,
2,2008,2069790,PHILO 2,ETHICS,3,90,
2,2008,2069790,SOCIO 1,SOCIETY AND CULTURE WITH FAMILY PLANNING,3,87,
2,2008,2069790,IM 221,INFORMATION MANAGEMENT WITH ARGUMENTATION,3,85,
2,2008,2069790,IM 222,INFORMATION MANAGEMENT WITH MANAGEMENT,3,80,
2,2008,2069790,PE 4,TEAM SPORTS & GAMES,3,77,
1,2009,2069790,im 311b,information managementsystem resource management,3,77,
1,2009,2069790,im 312b,information managementsystem analysis and design,3,75,
1,2009,2069790,im 313b,information managementnetwork system,3,75,
1,2006,2069791,THEO 1,I BELIEVE,3,89,
1,2006,2069791,ENGL 1,COMMUNICATION ARTS I,3,88,
1,2006,2069791,FIL 1,KOMUNIKASYON SA AKADEMIKONG FILIPINO,3,87,
1,2006,2069791,HIST 1,PHILIPPINE HISTORY,3,86,
1,2006,2069791,MATH 1A,COLLEGE ALGEBRA,3,85,
1,2006,2069791,MATH 2A,PLANE AND SPHERICAL TRIGONOMETRY,3,84,
1,2006,2069791,MGMT 1,PRINCIPLES OF ORGANIZATION AND MANAGEMENT,3,83,
1,2006,2069791,IM 111,INTRO TO INFORMATION SCIENCE 1,3,82,
1,2006,2069791,POLIT SC 1,POLITICS & GOVERNANCE W/ PHILIPPINE CONSTITUTION,3,81,
1,2006,2069791,COMP 1,COMPUTER CONCEPTS & INFORMATION PROCESSING,3,80,
1,2006,2069791,P E 1,PHYSICAL FITNESS,2,79,
2,2006,2069791,THEO 2,BELIEVING INTO DISCIPLESHIP,3,78,
2,2006,2069791,ENGL 2,COMMUNICATION ARTS 2,3,77,
2,2006,2069791,FIL 2,PAGBASA AT PAGSULAT SA IBAT IBANG DISIPLINA,3,76,
2,2006,2069791,HIST 2,LIFE AND WORKS OF JOSE RIZAL,3,75,
2,2006,2069791,MATH 3B,ANALYTIC GEOMETRY,3,78,
2,2006,2069791,MGMT 2,PRINCIPLES OF ORGANIZATION AND MANAGEMENT 2,3,81,
2,2006,2069791,IM 121,INTRO TO INFORMATION SCIENCE 2,3,80,
2,2006,2069791,SOCIO 1,SOCIETY AND CULTURE WITH FAMILY PLANNING,3,88,
2,2006,2069791,COMP 2,COMPUTER CONCEPTS & INFORMATION PROCESSING 2,3,75,
2,2006,2069791,P E 2,RHYTHMIC ACTIVITIES,2,76,
1,2007,2069791,RELG 3,DISCIPLESHIP IN COMMUNITY,3,79,
1,2007,2069791,ENGL 4,PUBLIC SPEAKING AND ARGUMENTATION,3,81,
1,2007,2069791,PHILO 1,LOGIC,3,83,
